"rank","word","reading","alternative_spellings"
3584,"接近","せっきん",""
3585,"演技","えんぎ",""
3586,"真っ直ぐ","まっすぐ",""
3587,"ばっか","ばっか",""
3588,"しばし","しばし","暫し"
3589,"んち","んち","ん家; 家"
3590,"しがみつく","しがみつく","しがみ付く"
3591,"引き寄せる","ひきよせる",""
3592,"それどころか","それどころか","それ処か"
3593,"化け物","ばけもの",""
3594,"セリフ","セリフ",""
3595,"叩きつける","たたきつける",""
3596,"なんだって","なんだって","何だって"
3597,"付き","つき",""
3598,"とある","とある","と或る"
3599,"マシ","マシ",""
3600,"早速","さっそく","さっそく"
3601,"戦","いくさ",""
3602,"解除","かいじょ",""
3603,"危うい","あやうい",""
3604,"地味","じみ",""
3605,"兄さん","にいさん",""
3606,"自殺","じさつ",""
3607,"ソファ","ソファ",""
3608,"灰色","はいいろ",""
3609,"吹き飛ばす","ふきとばす",""
3610,"倉庫","そうこ",""
3611,"金色","きんいろ",""
3612,"幸福","こうふく",""
3613,"押し付ける","おしつける",""
3614,"考え込む","かんがえこむ",""
3615,"治す","なおす",""
3616,"夏休み","なつやすみ",""
3617,"正面から","しょうめんから",""
3618,"儀式","ぎしき",""
3619,"舌打ち","したうち",""
3620,"中学","ちゅうがく",""
3621,"本心","ほんしん",""
3622,"折る","おる",""
3623,"尻尾","しっぽ",""
3624,"消滅","しょうめつ",""
3625,"耳元","みみもと",""
3626,"ファン","ファン",""
3627,"狼","おおかみ",""
3628,"本音","ほんね",""
3629,"リーダー","リーダー",""
3630,"姿を現す","すがたをあらわす",""
3631,"一族","いちぞく",""
3632,"ちっ","ちっ",""
3633,"ゆえに","ゆえに","故に"
3634,"エネルギー","エネルギー",""
3635,"欲望","よくぼう",""
3636,"配置","はいち",""
3637,"お兄さん","おにいさん",""
3638,"田舎","いなか",""
3639,"会長","かいちょう",""
3640,"この辺","このへん",""
3641,"小学生","しょうがくせい",""
3642,"十五","じゅうご",""
3643,"お疲れ","おつかれ",""
3644,"てっきり","てっきり",""
3645,"負け","まけ",""
3646,"部長","ぶちょう",""
3647,"手渡す","てわたす",""
3648,"眼鏡","めがね",""
3649,"キラキラ","キラキラ",""
3650,"堪える","こらえる",""
3651,"吐息","といき",""
3652,"目が覚める","めがさめる",""
3653,"でかい","でかい",""
3654,"雑誌","ざっし",""
3655,"帽子","ぼうし",""
3656,"警備","けいび",""
3657,"器用","きよう",""
3658,"校舎","こうしゃ",""
3659,"どく","どく","退く"
3660,"両腕","りょううで",""
3661,"商売","しょうばい",""
3662,"突破","とっぱ",""
3663,"身長","しんちょう",""
3664,"気を付ける","きをつける",""
3665,"お嬢さん","おじょうさん",""
3666,"戦士","せんし",""
3667,"漫画","まんが",""
3668,"姉妹","しまい",""
3669,"金属","きんぞく",""
3670,"言い聞かせる","いいきかせる",""
3671,"指輪","ゆびわ",""
3672,"閉じ込める","とじこめる",""
3673,"足取り","あしどり",""
3674,"目が合う","めがあう",""
3675,"商人","しょうにん",""
3676,"奴隷","どれい",""
3677,"塔","とう",""
3678,"羽","はね",""
3679,"ぽい","ぽい",""
3680,"起き上がる","おきあがる",""
3681,"俯く","うつむく",""
3682,"１人で","ひとりで",""
3683,"響き","ひびき",""
3684,"ご存じ","ごぞんじ",""
3685,"ごとく","ごとく","如く"
3686,"ノ","ノ",""
3687,"すぐさま","すぐさま","すぐ様; 直ぐさま; 直ぐ様"
3688,"ちょうどいい","ちょうどいい","ちょうど良い; 丁度いい; 丁度良い"
3689,"おー","おー",""
3690,"ありえない","ありえない","あり得ない; 有り得ない; 有得ない"
3691,"ごとき","ごとき","如き"
3692,"こぼれる","こぼれる","溢れる; 零れる"
3693,"誤魔化す","ごまかす","ごまかす; 胡魔化す; 胡麻化す; 誤摩化す; 誤魔かす"
3694,"こぼす","こぼす","溢す; 零す"
3695,"えーと","えーと",""
3696,"連れていく","つれていく",""
3697,"お疲れさま","おつかれさま",""
3698,"偉い","えらい","えらい; 豪い"
3699,"思いっきり","おもいっきり",""
3700,"初めて","はじめて","はじめて; 始めて; 甫めて"
3701,"書","しょ",""
3702,"捧げる","ささげる",""
3703,"素人","しろうと",""
3704,"快感","かいかん",""
3705,"無論","むろん",""
3706,"患者","かんじゃ",""
3707,"神経","しんけい",""
3708,"級","きゅう",""
3709,"ひょっとして","ひょっとして",""
3710,"見慣れる","みなれる",""
3711,"叶える","かなえる",""
3712,"怒鳴る","どなる",""
3713,"ノート","ノート",""
3714,"幻","まぼろし",""
3715,"這う","はう",""
3716,"二本","にほん",""
3717,"遭遇","そうぐう",""
3718,"メニュー","メニュー",""
3719,"断言","だんげん",""
3720,"乙女","おとめ",""
3721,"仕える","つかえる",""
3722,"制御","せいぎょ",""
3723,"大半","たいはん",""
3724,"さえも","さえも",""
3725,"値段","ねだん",""
3726,"兄貴","あにき",""
3727,"手を引く","てをひく",""
3728,"階","かい",""
3729,"力になる","ちからになる",""
3730,"すげえ","すげえ",""
3731,"見知る","みしる",""
3732,"プロ","プロ",""
3733,"微笑","びしょう",""
3734,"毛","け",""
3735,"そうなんです","そうなんです",""
3736,"尻","しり",""
3737,"想う","おもう",""
3738,"丸い","まるい",""
3739,"落下","らっか",""
3740,"どう見ても","どうみても",""
3741,"後輩","こうはい",""
3742,"理性","りせい",""
3743,"策","さく",""
3744,"カップ","カップ",""
3745,"部活","ぶかつ",""
3746,"出口","でぐち",""
3747,"驚愕","きょうがく",""
3748,"お昼","おひる",""
3749,"えへへ","えへへ",""
3750,"そうなると","そうなると",""
3751,"であります","であります",""
3752,"引き抜く","ひきぬく",""
3753,"加速","かそく",""
3754,"封じる","ふうじる",""
3755,"類","るい",""
3756,"なき","なき","無き"
3757,"横たわる","よこたわる",""
3758,"へへ","へへ",""
3759,"目を丸くする","めをまるくする",""
3760,"微か","かすか",""
3761,"服を着る","ふくをきる",""
3762,"数人","すうにん",""
3763,"高校生","こうこうせい",""
3764,"十年","じゅうねん",""
3765,"逸らす","そらす",""
3766,"一口","ひとくち",""
3767,"液体","えきたい",""
3768,"排除","はいじょ",""
3769,"閉まる","しまる",""
3770,"池","いけ",""
3771,"見抜く","みぬく",""
3772,"疲労","ひろう",""
3773,"士","し",""
3774,"祝福","しゅくふく",""
3775,"手放す","てばなす",""
3776,"咲く","さく",""
3777,"団","だん",""
3778,"故","ゆえ",""
3779,"これくらい","これくらい","これ位; 是位"
3780,"睨みつける","にらみつける",""
3781,"意味がない","いみがない",""
3782,"気はない","きはない",""
3783,"私たち","わたしたち","わたしたち; わたし達; 私達"
3784,"時折","ときおり",""
3785,"いつだって","いつだって","何時だって"
3786,"声をあげる","こえをあげる",""
3787,"一人で","ひとりで","ひとりで; 独りで; １人で"
3788,"馬鹿","ばか","ばか; 破家; 莫迦; 馬稼"
3789,"はしゃぐ","はしゃぐ","燥ぐ"
3790,"ずるい","ずるい","狡い"
3791,"その代わり","そのかわり",""
3792,"フフフ","フフフ",""
3793,"少なくとも","すくなくとも",""
3794,"俺ら","おれら",""
3795,"はあっ","はあっ",""
3796,"使い","つかい",""
3797,"やだ","やだ",""
3798,"待つ","まつ","まつ; 俟つ"
3799,"１年","いちねん",""
3800,"見せつける","みせつける",""
3801,"フォロー","フォロー",""
3802,"絞る","しぼる",""
3803,"好きにする","すきにする",""
3804,"いえいえ","いえいえ",""
3805,"固定","こてい",""
3806,"戸","と",""
3807,"嫁","よめ",""
3808,"不審","ふしん",""
3809,"同行","どうこう",""
3810,"鞄","かばん",""
3811,"飼う","かう",""
3812,"要る","いる",""
3813,"センチ","センチ",""
3814,"畑","はたけ",""
3815,"電気","でんき",""
3816,"孤独","こどく",""
3817,"婚約","こんやく",""
3818,"予測","よそく",""
3819,"肯定","こうてい",""
3820,"そうなんですか","そうなんですか",""
3821,"上空","じょうくう",""
3822,"カウンター","カウンター",""
3823,"被る","かぶる",""
3824,"先程","さきほど",""
3825,"グラス","グラス",""
3826,"っきり","っきり","っ切り; っ限り"
3827,"一匹","いっぴき",""
3828,"状","じょう",""
3829,"柔らか","やわらか",""
3830,"住人","じゅうにん",""
3831,"平然","へいぜん",""
3832,"心底","しんそこ",""
3833,"拒絶","きょぜつ",""
3834,"男の人","おとこのひと",""
3835,"横顔","よこがお",""
3836,"孫","まご",""
3837,"きっちり","きっちり",""
3838,"牙","きば",""
3839,"散々","さんざん",""
3840,"目撃","もくげき",""
3841,"ボール","ボール",""
3842,"躊躇","ちゅうちょ",""
3843,"滲む","にじむ",""
3844,"悲鳴を上げる","ひめいをあげる",""
3845,"捜査","そうさ",""
3846,"本能","ほんのう",""
3847,"木々","きぎ",""
3848,"指差す","ゆびさす",""
3849,"国家","こっか",""
3850,"購入","こうにゅう",""
3851,"賭ける","かける",""
3852,"皆様","みなさま",""
3853,"無邪気","むじゃき",""
3854,"幸運","こううん",""
3855,"帰って来る","かえってくる",""
3856,"友","とも",""
3857,"見張る","みはる",""
3858,"報酬","ほうしゅう",""
3859,"深呼吸","しんこきゅう",""
3860,"大人になる","おとなになる",""
3861,"ただでさえ","ただでさえ","唯でさえ"
3862,"作り出す","つくりだす",""
3863,"餌","えさ",""
3864,"間近","まぢか",""
3865,"着替え","きがえ",""
3866,"お帰り","おかえり",""
3867,"微笑み","ほほえみ",""
3868,"使い方","つかいかた",""
3869,"鳴く","なく",""
3870,"途切れる","とぎれる",""
3871,"出迎える","でむかえる",""
3872,"器","うつわ",""
3873,"高","こう",""
3874,"マスター","マスター",""
3875,"利く","きく",""
3876,"右腕","みぎうで",""
3877,"めくる","めくる","捲る"
3878,"単語","たんご",""
3879,"だろうに","だろうに",""
3880,"ある意味","あるいみ",""
3881,"胸を張る","むねをはる",""
3882,"纏う","まとう",""
3883,"早々","そうそう",""
3884,"いじめる","いじめる","苛める; 虐める"
3885,"溜まる","たまる",""
3886,"っぱなし","っぱなし","っ放し"
3887,"腰を下ろす","こしをおろす",""
3888,"駆けつける","かけつける",""
3889,"早め","はやめ",""
3890,"結構","けっこう","けっこう"
3891,"確か","たしか","たしか; 慥か; 確"
3892,"かしこまる","かしこまる","畏まる"
3893,"飲み物","のみもの",""
3894,"いつの間に","いつのまに",""
3895,"のあまり","のあまり","の余り"
3896,"ゴミ","ゴミ",""
3897,"同じくらい","おなじくらい",""
3898,"捕らえる","とらえる",""
3899,"ちっとも","ちっとも","些とも"
3900,"アホ","アホ",""
3901,"暖かい","あたたかい",""
3902,"忠告","ちゅうこく",""
3903,"無意味","むいみ",""
3904,"騒がしい","さわがしい",""
3905,"脳裏","のうり",""
3906,"悪","あく",""
3907,"透明","とうめい",""
3908,"響き渡る","ひびきわたる",""
3909,"傾く","かたむく",""
3910,"仰ぐ","あおぐ",""
3911,"暴力","ぼうりょく",""
3912,"晩","ばん",""
3913,"お邪魔","おじゃま",""
3914,"領域","りょういき",""
3915,"小柄","こがら",""
3916,"お弁当","おべんとう",""
3917,"お休み","おやすみ",""
3918,"看板","かんばん",""
3919,"感じ取る","かんじとる",""
3920,"そう言えば","そういえば",""
3921,"是非","ぜひ",""
3922,"カーテン","カーテン",""
3923,"メモ","メモ",""
3924,"勘","かん",""
3925,"大抵","たいてい",""
3926,"数十","すうじゅう",""
3927,"方面","ほうめん",""
3928,"植物","しょくぶつ",""
3929,"確率","かくりつ",""
3930,"例外","れいがい",""
3931,"支度","したく",""
3932,"罰","ばつ",""
3933,"こちらこそ","こちらこそ",""
3934,"演じる","えんじる",""
3935,"造る","つくる",""
3936,"避難","ひなん",""
3937,"入学","にゅうがく",""
3938,"お手伝い","おてつだい",""
3939,"美少女","びしょうじょ",""
3940,"誇り","ほこり",""
3941,"丘","おか",""
3942,"突き刺さる","つきささる",""
3943,"首筋","くびすじ",""
3944,"口に出す","くちにだす",""
3945,"興味深い","きょうみぶかい",""
3946,"弟子","でし",""
3947,"見当たる","みあたる",""
3948,"板","いた",""
3949,"反撃","はんげき",""
3950,"心の底","こころのそこ",""
3951,"唸る","うなる",""
3952,"トラブル","トラブル",""
3953,"しめる","しめる","締める"
3954,"所詮","しょせん",""
3955,"撮影","さつえい",""
3956,"一点","いってん",""
3957,"呪う","のろう",""
3958,"小屋","こや",""
3959,"汚す","よごす",""
3960,"その頃","そのころ",""
3961,"うふふ","うふふ",""
3962,"わっ","わっ",""
3963,"それはそれで","それはそれで",""
3964,"くそっ","くそっ",""
3965,"誘い","さそい",""
3966,"浮かび上がる","うかびあがる",""
3967,"遠ざかる","とおざかる",""
3968,"文句を言う","もんくをいう",""
3969,"店内","てんない",""
3970,"はっと","はっと",""
3971,"通信","つうしん",""
3972,"悪意","あくい",""
3973,"通用","つうよう",""
3974,"構成","こうせい",""
3975,"押し込む","おしこむ",""
3976,"当日","とうじつ",""
3977,"贈る","おくる",""
3978,"説教","せっきょう",""
3979,"つる","つる","釣る"
3980,"空く","あく","あく; 明く; 開く"
3981,"好く","すく",""
3982,"襲いかかる","おそいかかる",""
3983,"鳴き声","なきごえ",""
3984,"いい子","いいこ",""
3985,"面白い","おもしろい","おもしろい"
3986,"引き取る","ひきとる",""
3987,"あのさ","あのさ",""
3988,"ケンカ","ケンカ",""
3989,"顔をしかめる","かおをしかめる",""
3990,"どれくらい","どれくらい","どれ位; 何れくらい; 何れ位"
3991,"おまけに","おまけに","お負けに; 御負けに"
3992,"覗く","のぞく","のぞく; 窺く; 覘く"
3993,"ハハ","ハハ",""
